week_start_date,airport_code,airport_name,spend,impressions,placements,format,audience_segment
2024-01-15,DTW,Detroit Metropolitan Airport,17831.16,1075054,8,Digital Board,Frequent Flyers
2024-01-15,PHL,Philadelphia International Airport,15548.85,625889,7,Jet Bridge,General Travelers
2024-01-15,LGA,LaGuardia Airport,19610.01,1202052,6,Concourse Wrap,Frequent Flyers
2024-01-15,BWI,Baltimore/Washington International Airport,14299.39,832027,10,Digital Board,Frequent Flyers
2024-01-22,ATL,Hartsfield–Jackson Atlanta International Airport,12115.18,604333,4,Jet Bridge,Frequent Flyers
2024-01-22,LAX,Los Angeles International Airport,17044.64,1048269,9,Concourse Wrap,Family Leisure Travelers
2024-01-22,ORD,Chicago O'Hare International Airport,16384.63,938005,5,Concourse Wrap,General Travelers
2024-01-22,DFW,Dallas/Fort Worth International Airport,13366.65,867663,4,Jet Bridge,Family Leisure Travelers
2024-01-22,DEN,Denver International Airport,17891.26,1123069,5,Digital Board,General Travelers
2024-01-22,JFK,John F. Kennedy International Airport,14836.7,746284,3,Digital Board,Family Leisure Travelers
2024-01-22,SFO,San Francisco International Airport,14884.9,691952,3,Digital Board,Frequent Flyers
2024-01-22,SEA,Seattle–Tacoma International Airport,13450.96,683244,9,Jet Bridge,Traveling Moms
2024-01-22,LAS,Harry Reid International Airport,15428.19,971284,11,Jet Bridge,General Travelers
2024-01-22,MCO,Orlando International Airport,15623.88,801196,9,Digital Board,Traveling Moms
2024-01-22,CLT,Charlotte Douglas International Airport,20882.84,889543,6,Baggage Claim Display,General Travelers
2024-01-22,MIA,Miami International Airport,15631.99,700028,3,Jet Bridge,Family Leisure Travelers
2024-01-22,PHX,Phoenix Sky Harbor International Airport,12777.76,663875,9,Concourse Wrap,Traveling Moms
2024-01-22,IAH,George Bush Intercontinental Airport,17737.74,1084422,8,Digital Board,Frequent Flyers
2024-01-22,BOS,Logan International Airport,13770.03,706841,4,Digital Board,General Travelers
2024-01-22,MSP,Minneapolis–Saint Paul International Airport,14585.66,764886,8,Jet Bridge,General Travelers
2024-01-22,DTW,Detroit Metropolitan Airport,16792.88,746402,7,Jet Bridge,Family Leisure Travelers
2024-01-22,PHL,Philadelphia International Airport,13138.07,832397,11,Concourse Wrap,Traveling Moms
2024-01-22,LGA,LaGuardia Airport,15269.85,625886,8,Jet Bridge,General Travelers
2024-01-22,BWI,Baltimore/Washington International Airport,15619.57,898962,5,Digital Board,Frequent Flyers
2024-01-29,ATL,Hartsfield–Jackson Atlanta International Airport,20110.63,914871,11,Baggage Claim Display,General Travelers
2024-01-29,LAX,Los Angeles International Airport,13457.94,673227,8,Concourse Wrap,Traveling Moms
2024-01-29,ORD,Chicago O'Hare International Airport,14696.45,868906,3,Concourse Wrap,Family Leisure Travelers
2024-01-29,DFW,Dallas/Fort Worth International Airport,16860.52,925348,5,Digital Board,Traveling Moms
2024-01-29,DEN,Denver International Airport,17015.96,1073008,4,Concourse Wrap,Traveling Moms
2024-01-29,JFK,John F. Kennedy International Airport,20747.17,1042650,7,Baggage Claim Display,Traveling Moms
2024-01-29,SFO,San Francisco International Airport,13966.82,602682,9,Concourse Wrap,Frequent Flyers
2024-01-29,SEA,Seattle–Tacoma International Airport,14943.37,885854,9,Jet Bridge,General Travelers
2024-01-29,LAS,Harry Reid International Airport,19612.28,1018012,8,Concourse Wrap,Frequent Flyers
2024-01-29,MCO,Orlando International Airport,17364.65,1019046,11,Concourse Wrap,General Travelers
2024-01-29,CLT,Charlotte Douglas International Airport,14537.11,784798,7,Concourse Wrap,General Travelers
2024-01-29,MIA,Miami International Airport,20380.06,820434,7,Concourse Wrap,Family Leisure Travelers
2024-01-29,PHX,Phoenix Sky Harbor International Airport,16666.45,711679,7,Jet Bridge,Traveling Moms
2024-01-29,IAH,George Bush Intercontinental Airport,15952.61,855199,10,Baggage Claim Display,Family Leisure Travelers
2024-01-29,BOS,Logan International Airport,16032.53,788794,6,Concourse Wrap,Traveling Moms
2024-01-29,MSP,Minneapolis–Saint Paul International Airport,12323.51,495256,10,Concourse Wrap,Frequent Flyers
2024-01-29,DTW,Detroit Metropolitan Airport,15506.1,707651,5,Digital Board,Frequent Flyers
2024-01-29,PHL,Philadelphia International Airport,17350.38,791843,4,Jet Bridge,General Travelers
2024-01-29,LGA,LaGuardia Airport,21701.88,1331531,8,Digital Board,General Travelers
2024-01-29,BWI,Baltimore/Washington International Airport,12975.31,772652,10,Jet Bridge,Traveling Moms
2024-02-05,ATL,Hartsfield–Jackson Atlanta International Airport,19162.81,836391,11,Jet Bridge,Traveling Moms
2024-02-05,LAX,Los Angeles International Airport,17906.41,1117123,11,Baggage Claim Display,Frequent Flyers
2024-02-05,ORD,Chicago O'Hare International Airport,17303.74,782129,3,Concourse Wrap,Traveling Moms
2024-02-05,DFW,Dallas/Fort Worth International Airport,19784.17,1136010,3,Baggage Claim Display,Family Leisure Travelers
2024-02-05,DEN,Denver International Airport,18488.58,1157966,9,Jet Bridge,General Travelers
2024-02-05,JFK,John F. Kennedy International Airport,14306.74,702110,10,Digital Board,Family Leisure Travelers
2024-02-05,SFO,San Francisco International Airport,17254.71,747966,10,Baggage Claim Display,Family Leisure Travelers
2024-02-05,SEA,Seattle–Tacoma International Airport,15292.41,786523,3,Jet Bridge,General Travelers
2024-02-05,LAS,Harry Reid International Airport,17825.31,854374,5,Baggage Claim Display,Frequent Flyers
2024-02-05,MCO,Orlando International Airport,17513.1,704305,10,Digital Board,Traveling Moms
2024-02-05,CLT,Charlotte Douglas International Airport,14932.85,888135,5,Digital Board,Frequent Flyers
2024-02-05,MIA,Miami International Airport,17434.46,1033212,5,Digital Board,Traveling Moms
2024-02-05,PHX,Phoenix Sky Harbor International Airport,16691.57,737140,9,Concourse Wrap,Family Leisure Travelers
2024-02-05,IAH,George Bush Intercontinental Airport,16092.65,737325,7,Digital Board,Frequent Flyers
2024-02-05,BOS,Logan International Airport,18619.35,755236,3,Jet Bridge,Frequent Flyers
2024-02-05,MSP,Minneapolis–Saint Paul International Airport,14338.94,913164,3,Concourse Wrap,Frequent Flyers
2024-02-05,DTW,Detroit Metropolitan Airport,18369.3,936587,9,Baggage Claim Display,Family Leisure Travelers
2024-02-05,PHL,Philadelphia International Airport,17984.08,766434,7,Jet Bridge,Frequent Flyers
2024-02-05,LGA,LaGuardia Airport,20226.4,993644,4,Jet Bridge,Family Leisure Travelers
2024-02-05,BWI,Baltimore/Washington International Airport,13147.07,804770,6,Digital Board,General Travelers
2024-02-12,ATL,Hartsfield–Jackson Atlanta International Airport,19480.4,954469,11,Digital Board,Frequent Flyers
2024-02-12,LAX,Los Angeles International Airport,19269.0,996243,3,Jet Bridge,Frequent Flyers
2024-02-12,ORD,Chicago O'Hare International Airport,13144.66,651041,5,Jet Bridge,Traveling Moms
2024-02-12,DFW,Dallas/Fort Worth International Airport,16333.16,675773,9,Baggage Claim Display,General Travelers
2024-02-12,DEN,Denver International Airport,16617.32,769404,9,Baggage Claim Display,Traveling Moms
2024-02-12,JFK,John F. Kennedy International Airport,13834.4,853786,3,Baggage Claim Display,Family Leisure Travelers
2024-02-12,SFO,San Francisco International Airport,12963.14,788483,8,Digital Board,General Travelers
2024-02-12,SEA,Seattle–Tacoma International Airport,20392.09,1151109,11,Digital Board,Frequent Flyers
2024-02-12,LAS,Harry Reid International Airport,15236.94,635585,6,Concourse Wrap,General Travelers
2024-02-12,MCO,Orlando International Airport,17768.28,742596,8,Concourse Wrap,Family Leisure Travelers
2024-02-12,CLT,Charlotte Douglas International Airport,17639.64,721101,10,Concourse Wrap,Frequent Flyers
2024-02-12,MIA,Miami International Airport,18404.2,1114035,3,Concourse Wrap,Frequent Flyers
2024-02-12,PHX,Phoenix Sky Harbor International Airport,20363.08,883618,11,Concourse Wrap,Frequent Flyers
2024-02-12,IAH,George Bush Intercontinental Airport,15640.18,749962,8,Digital Board,General Travelers
2024-02-12,BOS,Logan International Airport,12391.43,527067,10,Concourse Wrap,Frequent Flyers
2024-02-12,MSP,Minneapolis–Saint Paul International Airport,18897.44,818393,3,Concourse Wrap,Traveling Moms
2024-02-12,DTW,Detroit Metropolitan Airport,14467.42,894923,11,Jet Bridge,Family Leisure Travelers
2024-02-12,PHL,Philadelphia International Airport,16393.14,778174,7,Jet Bridge,Traveling Moms
2024-02-12,LGA,LaGuardia Airport,12147.72,518811,5,Baggage Claim Display,Frequent Flyers
2024-02-12,BWI,Baltimore/Washington International Airport,16297.99,730184,7,Digital Board,Frequent Flyers
2024-02-19,ATL,Hartsfield–Jackson Atlanta International Airport,13676.47,697326,4,Jet Bridge,Traveling Moms
2024-02-19,LAX,Los Angeles International Airport,17122.32,1049298,6,Digital Board,General Travelers
2024-02-19,ORD,Chicago O'Hare International Airport,19847.04,940142,9,Baggage Claim Display,Frequent Flyers
2024-02-19,DFW,Dallas/Fort Worth International Airport,12835.82,595407,3,Concourse Wrap,Frequent Flyers
2024-02-19,DEN,Denver International Airport,13365.01,642043,5,Baggage Claim Display,Family Leisure Travelers
2024-02-19,JFK,John F. Kennedy International Airport,13129.23,697510,4,Digital Board,General Travelers
2024-02-19,SFO,San Francisco International Airport,10645.12,473420,4,Digital Board,Traveling Moms
2024-02-19,SEA,Seattle–Tacoma International Airport,15741.99,640727,6,Concourse Wrap,Frequent Flyers
2024-02-19,LAS,Harry Reid International Airport,13308.89,589494,7,Jet Bridge,Frequent Flyers
2024-02-19,MCO,Orlando International Airport,12562.18,520861,10,Jet Bridge,Frequent Flyers
2024-02-19,CLT,Charlotte Douglas International Airport,14194.25,845252,3,Digital Board,General Travelers
2024-02-19,MIA,Miami International Airport,15090.07,613578,3,Digital Board,Frequent Flyers
2024-02-19,PHX,Phoenix Sky Harbor International Airport,18609.88,924854,9,Digital Board,General Travelers
2024-02-19,IAH,George Bush Intercontinental Airport,15549.84,867086,4,Digital Board,Family Leisure Travelers
2024-02-19,BOS,Logan International Airport,12416.47,539746,8,Concourse Wrap,General Travelers
2024-02-19,MSP,Minneapolis–Saint Paul International Airport,21570.84,1335571,5,Jet Bridge,Traveling Moms
2024-02-19,DTW,Detroit Metropolitan Airport,18708.39,1001086,5,Digital Board,Frequent Flyers
2024-02-19,PHL,Philadelphia International Airport,20919.56,1157065,8,Concourse Wrap,Frequent Flyers
2024-02-19,LGA,LaGuardia Airport,15100.26,900449,3,Jet Bridge,General Travelers
2024-02-19,BWI,Baltimore/Washington International Airport,13293.41,779810,10,Concourse Wrap,General Travelers
2024-02-26,ATL,Hartsfield–Jackson Atlanta International Airport,16420.18,1009411,10,Baggage Claim Display,Frequent Flyers
2024-02-26,LAX,Los Angeles International Airport,10660.45,456027,11,Jet Bridge,Family Leisure Travelers
2024-02-26,ORD,Chicago O'Hare International Airport,18475.63,959308,9,Jet Bridge,Frequent Flyers
2024-02-26,DFW,Dallas/Fort Worth International Airport,12539.03,759743,9,Baggage Claim Display,Traveling Moms
2024-02-26,DEN,Denver International Airport,13618.37,691742,6,Jet Bridge,General Travelers
2024-02-26,JFK,John F. Kennedy International Airport,14380.78,595579,3,Digital Board,Family Leisure Travelers
2024-02-26,SFO,San Francisco International Airport,19161.38,901817,3,Digital Board,General Travelers
2024-02-26,SEA,Seattle–Tacoma International Airport,12124.52,642855,7,Digital Board,General Travelers
2024-02-26,LAS,Harry Reid International Airport,16127.48,645388,6,Baggage Claim Display,Family Leisure Travelers
2024-02-26,MCO,Orlando International Airport,16217.01,947801,7,Baggage Claim Display,Traveling Moms
2024-02-26,CLT,Charlotte Douglas International Airport,18005.93,807422,3,Jet Bridge,Traveling Moms
2024-02-26,MIA,Miami International Airport,17222.38,1057681,5,Jet Bridge,Traveling Moms
2024-02-26,PHX,Phoenix Sky Harbor International Airport,21124.02,1085495,7,Digital Board,Traveling Moms
2024-02-26,IAH,George Bush Intercontinental Airport,16238.99,968234,6,Digital Board,General Travelers
2024-02-26,BOS,Logan International Airport,15671.1,757009,10,Jet Bridge,Traveling Moms
2024-02-26,MSP,Minneapolis–Saint Paul International Airport,20652.25,858151,7,Digital Board,Family Leisure Travelers
2024-02-26,DTW,Detroit Metropolitan Airport,21464.99,1246267,9,Digital Board,Traveling Moms
2024-02-26,PHL,Philadelphia International Airport,16596.85,898100,9,Concourse Wrap,Family Leisure Travelers
2024-02-26,LGA,LaGuardia Airport,18527.44,750009,5,Concourse Wrap,General Travelers
2024-02-26,BWI,Baltimore/Washington International Airport,13649.95,785683,7,Baggage Claim Display,General Travelers
2024-03-04,ATL,Hartsfield–Jackson Atlanta International Airport,21729.09,1065146,11,Jet Bridge,Frequent Flyers
2024-03-04,LAX,Los Angeles International Airport,26487.32,1156945,5,Concourse Wrap,General Travelers
2024-03-04,ORD,Chicago O'Hare International Airport,24054.28,1360240,8,Jet Bridge,Frequent Flyers
2024-03-04,DFW,Dallas/Fort Worth International Airport,19176.71,1186330,7,Jet Bridge,Traveling Moms
2024-03-04,DEN,Denver International Airport,17425.8,868535,7,Baggage Claim Display,Family Leisure Travelers
2024-03-04,JFK,John F. Kennedy International Airport,22284.45,898572,8,Digital Board,Frequent Flyers
2024-03-04,SFO,San Francisco International Airport,22167.45,1363895,5,Concourse Wrap,Frequent Flyers
2024-03-04,SEA,Seattle–Tacoma International Airport,19977.54,807492,6,Jet Bridge,Family Leisure Travelers
2024-03-04,LAS,Harry Reid International Airport,19278.11,981976,7,Baggage Claim Display,General Travelers
2024-03-04,MCO,Orlando International Airport,16453.98,1065993,9,Jet Bridge,Traveling Moms
2024-03-04,CLT,Charlotte Douglas International Airport,23751.98,1141571,8,Concourse Wrap,General Travelers
2024-03-04,MIA,Miami International Airport,15541.63,995931,10,Digital Board,Traveling Moms
2024-03-04,PHX,Phoenix Sky Harbor International Airport,22675.94,970721,11,Jet Bridge,Traveling Moms
2024-03-04,IAH,George Bush Intercontinental Airport,19251.33,1009924,5,Jet Bridge,General Travelers
2024-03-04,BOS,Logan International Airport,18081.54,742103,6,Baggage Claim Display,Frequent Flyers
2024-03-04,MSP,Minneapolis–Saint Paul International Airport,24511.3,1366817,4,Concourse Wrap,General Travelers
2024-03-04,DTW,Detroit Metropolitan Airport,15526.18,699141,9,Digital Board,Family Leisure Travelers
2024-03-04,PHL,Philadelphia International Airport,21260.04,869347,4,Concourse Wrap,Family Leisure Travelers
2024-03-04,LGA,LaGuardia Airport,17727.81,1108660,11,Digital Board,Traveling Moms
2024-03-04,BWI,Baltimore/Washington International Airport,17617.04,1122591,7,Digital Board,General Travelers
2024-03-11,ATL,Hartsfield–Jackson Atlanta International Airport,23556.03,1496661,9,Baggage Claim Display,Family Leisure Travelers
2024-03-11,LAX,Los Angeles International Airport,23002.28,943741,6,Baggage Claim Display,General Travelers
2024-03-11,ORD,Chicago O'Hare International Airport,17865.13,944310,7,Digital Board,Traveling Moms
2024-03-11,DFW,Dallas/Fort Worth International Airport,19345.66,1057387,6,Concourse Wrap,Family Leisure Travelers
2024-03-11,DEN,Denver International Airport,18137.38,977999,4,Jet Bridge,Family Leisure Travelers
2024-03-11,JFK,John F. Kennedy International Airport,15648.12,633279,8,Baggage Claim Display,Traveling Moms
2024-03-11,SFO,San Francisco International Airport,19862.02,1030011,6,Concourse Wrap,Family Leisure Travelers
2024-03-11,SEA,Seattle–Tacoma International Airport,15051.67,722449,5,Jet Bridge,Traveling Moms
2024-03-11,LAS,Harry Reid International Airport,16810.7,843714,7,Baggage Claim Display,Traveling Moms
2024-03-11,MCO,Orlando International Airport,21704.83,1193739,8,Jet Bridge,General Travelers
2024-03-11,CLT,Charlotte Douglas International Airport,16401.73,1035651,4,Digital Board,Traveling Moms
2024-03-11,MIA,Miami International Airport,17662.86,938622,5,Concourse Wrap,Family Leisure Travelers
2024-03-11,PHX,Phoenix Sky Harbor International Airport,18468.77,1173046,3,Concourse Wrap,Family Leisure Travelers
2024-03-11,IAH,George Bush Intercontinental Airport,22050.52,1313459,9,Baggage Claim Display,Traveling Moms
2024-03-11,BOS,Logan International Airport,17413.23,711907,10,Jet Bridge,General Travelers
2024-03-11,MSP,Minneapolis–Saint Paul International Airport,18684.53,793791,5,Digital Board,Traveling Moms
2024-03-11,DTW,Detroit Metropolitan Airport,19072.31,977202,11,Baggage Claim Display,General Travelers
2024-03-11,PHL,Philadelphia International Airport,16065.83,996942,3,Digital Board,General Travelers
2024-03-11,LGA,LaGuardia Airport,25709.46,1448236,5,Digital Board,Traveling Moms
2024-03-11,BWI,Baltimore/Washington International Airport,13371.26,695483,11,Concourse Wrap,Frequent Flyers
2024-03-18,ATL,Hartsfield–Jackson Atlanta International Airport,20614.25,1181825,8,Digital Board,Family Leisure Travelers
2024-03-18,LAX,Los Angeles International Airport,19061.22,881265,9,Concourse Wrap,Family Leisure Travelers
2024-03-18,ORD,Chicago O'Hare International Airport,23907.05,1020956,11,Concourse Wrap,General Travelers
2024-03-18,DFW,Dallas/Fort Worth International Airport,22759.69,1200081,6,Baggage Claim Display,General Travelers
2024-03-18,DEN,Denver International Airport,15993.31,714530,7,Baggage Claim Display,Family Leisure Travelers
2024-03-18,JFK,John F. Kennedy International Airport,27251.72,1415950,6,Digital Board,General Travelers
2024-03-18,SFO,San Francisco International Airport,17821.0,858801,4,Jet Bridge,Traveling Moms
2024-03-18,SEA,Seattle–Tacoma International Airport,16949.1,1002348,11,Jet Bridge,Traveling Moms
2024-03-18,LAS,Harry Reid International Airport,21576.02,1187748,8,Baggage Claim Display,General Travelers
2024-03-18,MCO,Orlando International Airport,20522.9,869248,11,Digital Board,Frequent Flyers
2024-03-18,CLT,Charlotte Douglas International Airport,20436.97,1027587,3,Baggage Claim Display,Frequent Flyers
2024-03-18,MIA,Miami International Airport,26534.21,1256193,9,Digital Board,Traveling Moms
2024-03-18,PHX,Phoenix Sky Harbor International Airport,17360.1,935798,6,Baggage Claim Display,General Travelers
2024-03-18,IAH,George Bush Intercontinental Airport,25245.06,1271995,5,Concourse Wrap,Traveling Moms
2024-03-18,BOS,Logan International Airport,19219.57,853117,3,Baggage Claim Display,Family Leisure Travelers
2024-03-18,MSP,Minneapolis–Saint Paul International Airport,18545.6,881382,11,Baggage Claim Display,Traveling Moms
2024-03-18,DTW,Detroit Metropolitan Airport,19481.42,927011,7,Baggage Claim Display,General Travelers
2024-03-18,PHL,Philadelphia International Airport,23424.41,1146995,6,Jet Bridge,Frequent Flyers
2024-03-18,LGA,LaGuardia Airport,20229.08,1168188,3,Baggage Claim Display,General Travelers
2024-03-18,BWI,Baltimore/Washington International Airport,22038.23,1418140,7,Jet Bridge,Frequent Flyers
2024-03-25,ATL,Hartsfield–Jackson Atlanta International Airport,18791.47,1122013,7,Concourse Wrap,General Travelers
2024-03-25,LAX,Los Angeles International Airport,26061.05,1574401,4,Digital Board,Family Leisure Travelers
2024-03-25,ORD,Chicago O'Hare International Airport,16423.66,747696,8,Digital Board,Traveling Moms
2024-03-25,DFW,Dallas/Fort Worth International Airport,16098.19,1044509,5,Digital Board,General Travelers
2024-03-25,DEN,Denver International Airport,15540.71,826708,3,Concourse Wrap,Frequent Flyers
2024-03-25,JFK,John F. Kennedy International Airport,20393.14,1006169,9,Jet Bridge,Frequent Flyers
2024-03-25,SFO,San Francisco International Airport,19023.54,1228581,7,Digital Board,Family Leisure Travelers
2024-03-25,SEA,Seattle–Tacoma International Airport,25308.01,1211459,9,Concourse Wrap,Traveling Moms
2024-03-25,LAS,Harry Reid International Airport,18342.95,930042,6,Concourse Wrap,Family Leisure Travelers
2024-03-25,MCO,Orlando International Airport,17745.54,758850,4,Digital Board,Traveling Moms
2024-03-25,CLT,Charlotte Douglas International Airport,15008.06,966900,9,Baggage Claim Display,General Travelers
2024-03-25,MIA,Miami International Airport,22020.11,881626,4,Digital Board,Family Leisure Travelers
2024-03-25,PHX,Phoenix Sky Harbor International Airport,20558.64,1102751,7,Baggage Claim Display,General Travelers
2024-03-25,IAH,George Bush Intercontinental Airport,20810.16,1077184,11,Jet Bridge,Traveling Moms
2024-03-25,BOS,Logan International Airport,15290.93,977827,3,Baggage Claim Display,Frequent Flyers
2024-03-25,MSP,Minneapolis–Saint Paul International Airport,16375.55,922302,4,Digital Board,General Travelers
2024-03-25,DTW,Detroit Metropolitan Airport,24041.5,1501845,11,Concourse Wrap,Traveling Moms
2024-03-25,PHL,Philadelphia International Airport,23132.86,1216111,10,Jet Bridge,Frequent Flyers
2024-03-25,LGA,LaGuardia Airport,26211.26,1451299,9,Jet Bridge,Frequent Flyers
2024-03-25,BWI,Baltimore/Washington International Airport,24781.7,1007762,7,Concourse Wrap,Traveling Moms
2024-04-01,ATL,Hartsfield–Jackson Atlanta International Airport,19412.23,1131198,8,Baggage Claim Display,Frequent Flyers
2024-04-01,LAX,Los Angeles International Airport,19895.89,894707,8,Concourse Wrap,Traveling Moms
2024-04-01,ORD,Chicago O'Hare International Airport,19443.97,1215111,6,Jet Bridge,General Travelers
2024-04-01,DFW,Dallas/Fort Worth International Airport,23955.64,1502226,6,Digital Board,Family Leisure Travelers
2024-04-01,DEN,Denver International Airport,19020.86,1128231,10,Digital Board,Family Leisure Travelers
2024-04-01,JFK,John F. Kennedy International Airport,21855.53,1336433,8,Baggage Claim Display,General Travelers
2024-04-01,SFO,San Francisco International Airport,24279.3,1259111,10,Baggage Claim Display,Traveling Moms
2024-04-01,SEA,Seattle–Tacoma International Airport,17990.96,836054,11,Baggage Claim Display,Family Leisure Travelers
2024-04-01,LAS,Harry Reid International Airport,18739.21,1212156,5,Baggage Claim Display,Frequent Flyers
2024-04-01,MCO,Orlando International Airport,20953.73,939588,10,Concourse Wrap,General Travelers
2024-04-01,CLT,Charlotte Douglas International Airport,23617.77,1378626,5,Concourse Wrap,General Travelers
2024-04-01,MIA,Miami International Airport,18757.17,1179024,9,Baggage Claim Display,General Travelers
2024-04-01,PHX,Phoenix Sky Harbor International Airport,20091.81,1070695,6,Digital Board,Frequent Flyers
2024-04-01,IAH,George Bush Intercontinental Airport,18141.31,937180,11,Baggage Claim Display,Family Leisure Travelers
2024-04-01,BOS,Logan International Airport,20166.97,1212603,6,Baggage Claim Display,Traveling Moms
2024-04-01,MSP,Minneapolis–Saint Paul International Airport,22728.72,944790,8,Digital Board,Frequent Flyers
2024-04-01,DTW,Detroit Metropolitan Airport,17096.31,1014068,7,Jet Bridge,Frequent Flyers
2024-04-01,PHL,Philadelphia International Airport,19288.26,1067725,8,Digital Board,General Travelers
2024-04-01,LGA,LaGuardia Airport,16345.35,707065,3,Digital Board,Family Leisure Travelers
2024-04-01,BWI,Baltimore/Washington International Airport,21330.47,892493,6,Jet Bridge,General Travelers
2024-04-08,ATL,Hartsfield–Jackson Atlanta International Airport,16153.13,995436,10,Baggage Claim Display,Traveling Moms
2024-04-08,LAX,Los Angeles International Airport,27499.55,1199090,11,Baggage Claim Display,Family Leisure Travelers
2024-04-08,ORD,Chicago O'Hare International Airport,17781.62,1082054,10,Digital Board,Traveling Moms
2024-04-08,DFW,Dallas/Fort Worth International Airport,21191.37,908853,11,Baggage Claim Display,Frequent Flyers
2024-04-08,DEN,Denver International Airport,18845.06,1075291,9,Concourse Wrap,Traveling Moms
2024-04-08,JFK,John F. Kennedy International Airport,25270.3,1181052,5,Concourse Wrap,Traveling Moms
2024-04-08,SFO,San Francisco International Airport,23404.72,1294149,3,Concourse Wrap,Family Leisure Travelers
2024-04-08,SEA,Seattle–Tacoma International Airport,19931.28,1161094,11,Concourse Wrap,Frequent Flyers
2024-04-08,LAS,Harry Reid International Airport,17996.16,1083259,3,Concourse Wrap,General Travelers
2024-04-08,MCO,Orlando International Airport,20479.91,1247996,6,Jet Bridge,Family Leisure Travelers
2024-04-08,CLT,Charlotte Douglas International Airport,14958.61,886039,10,Digital Board,Traveling Moms
2024-04-08,MIA,Miami International Airport,15261.17,851389,9,Jet Bridge,Traveling Moms
2024-04-08,PHX,Phoenix Sky Harbor International Airport,18751.79,1189530,9,Digital Board,Family Leisure Travelers
2024-04-08,IAH,George Bush Intercontinental Airport,18826.61,1048760,8,Digital Board,General Travelers
2024-04-08,BOS,Logan International Airport,21474.19,1075404,7,Baggage Claim Display,Family Leisure Travelers
2024-04-08,MSP,Minneapolis–Saint Paul International Airport,18182.44,1093262,3,Concourse Wrap,Frequent Flyers
2024-04-08,DTW,Detroit Metropolitan Airport,24009.48,1549803,7,Concourse Wrap,General Travelers
2024-04-08,PHL,Philadelphia International Airport,17833.8,879801,9,Digital Board,General Travelers
2024-04-08,LGA,LaGuardia Airport,18276.12,1173064,11,Concourse Wrap,General Travelers
2024-04-08,BWI,Baltimore/Washington International Airport,22440.56,1157799,9,Jet Bridge,General Travelers
2024-04-15,ATL,Hartsfield–Jackson Atlanta International Airport,22881.96,1261178,5,Digital Board,Family Leisure Travelers
2024-04-15,LAX,Los Angeles International Airport,20782.43,952619,4,Jet Bridge,Frequent Flyers
2024-04-15,ORD,Chicago O'Hare International Airport,18945.94,1184082,8,Jet Bridge,Frequent Flyers
2024-04-15,DFW,Dallas/Fort Worth International Airport,13307.18,587448,4,Digital Board,General Travelers
2024-04-15,DEN,Denver International Airport,16844.54,943575,3,Jet Bridge,Family Leisure Travelers
2024-04-15,JFK,John F. Kennedy International Airport,23325.61,1065884,10,Digital Board,Frequent Flyers
2024-04-15,SFO,San Francisco International Airport,25167.36,1089258,3,Digital Board,Family Leisure Travelers
2024-04-15,SEA,Seattle–Tacoma International Airport,21023.38,1053703,7,Baggage Claim Display,Family Leisure Travelers
2024-04-15,LAS,Harry Reid International Airport,18723.91,1211945,10,Concourse Wrap,Frequent Flyers
2024-04-15,MCO,Orlando International Airport,18208.21,947725,11,Concourse Wrap,Traveling Moms
2024-04-15,CLT,Charlotte Douglas International Airport,17658.13,847854,3,Baggage Claim Display,Family Leisure Travelers
2024-04-15,MIA,Miami International Airport,20415.06,1289612,3,Digital Board,Traveling Moms
2024-04-15,PHX,Phoenix Sky Harbor International Airport,16978.99,936883,7,Jet Bridge,General Travelers
2024-04-15,IAH,George Bush Intercontinental Airport,15483.86,877338,7,Concourse Wrap,General Travelers
2024-04-15,BOS,Logan International Airport,19990.38,1236740,4,Concourse Wrap,Frequent Flyers
2024-04-15,MSP,Minneapolis–Saint Paul International Airport,21806.25,1006786,10,Concourse Wrap,General Travelers
2024-04-15,DTW,Detroit Metropolitan Airport,20853.95,946807,8,Digital Board,Frequent Flyers
2024-04-15,PHL,Philadelphia International Airport,20448.97,912447,7,Baggage Claim Display,Frequent Flyers
2024-04-15,LGA,LaGuardia Airport,19584.19,1041674,4,Baggage Claim Display,Family Leisure Travelers
2024-04-15,BWI,Baltimore/Washington International Airport,16874.46,912750,7,Baggage Claim Display,Family Leisure Travelers
2024-04-22,ATL,Hartsfield–Jackson Atlanta International Airport,21092.48,887152,8,Baggage Claim Display,Traveling Moms
2024-04-22,LAX,Los Angeles International Airport,18855.39,895346,7,Baggage Claim Display,Traveling Moms
2024-04-22,ORD,Chicago O'Hare International Airport,19150.58,794126,7,Concourse Wrap,General Travelers
2024-04-22,DFW,Dallas/Fort Worth International Airport,17968.55,729524,4,Concourse Wrap,Traveling Moms
2024-04-22,DEN,Denver International Airport,18777.51,1067398,7,Digital Board,General Travelers
2024-04-22,JFK,John F. Kennedy International Airport,27427.88,1356715,8,Concourse Wrap,General Travelers
2024-04-22,SFO,San Francisco International Airport,21625.79,1139146,8,Jet Bridge,Traveling Moms
2024-04-22,SEA,Seattle–Tacoma International Airport,22824.34,1058407,6,Baggage Claim Display,Family Leisure Travelers
2024-04-22,LAS,Harry Reid International Airport,19304.0,1106089,6,Jet Bridge,Traveling Moms
2024-04-22,MCO,Orlando International Airport,15736.33,789143,10,Jet Bridge,Frequent Flyers
2024-04-22,CLT,Charlotte Douglas International Airport,14665.08,684064,10,Jet Bridge,Traveling Moms
